0815-10,Hero,EN,JA,,
easter_miss_ethel,Miss Ethel,"・If the target had more than {THRESHOLD1}% mana before receiving damage, targets another enemy who had over {THRESHOLD2}% mana before receiving any damage from this Special Skill. If none of the other enemies had {THRESHOLD3}% mana, targets a random enemy. The damage is reduced on each consecutive hit. Each enemy can only be hit once.
・The caster gets -15% mana generation for 3 turns. This effect can't be dispelled.","・ターゲットのマナが{THRESHOLD1}%以上の場合に、この特殊スキルで攻撃すると、マナが{THRESHOLD2}%以上の別の敵にもダメージを与えられる。ターゲット以外にマナが{THRESHOLD3}%以上の敵がいない場合はランダムな敵を攻撃する。ダメージは攻撃が連続で当たる度に減少する。それぞれの敵は1度しか攻撃できない。
・3ターンの間、術者のマナ生成が-15%になる。この効果は解除できない。",,
elemental_grilka,Grilka,"・If there are {REQUIREDTILECOUNT} or more [##elementyellow]Holy shields[#] on the board,  all effects cast in this Special Skill are undispellable.
・The caster gets Taunt that prevents enemies from using Special Skills on the caster's allies for 5 turns.
・All allies regenerate 40 HP over 5 turns.
・All allies get 44% mana generation for 5 turns.","・ボード上に[##elementyellow]聖属性の盾[#]が{REQUIREDTILECOUNT}個以上存在している場合、この特殊スキルで付与されるすべての効果が解除不可になる。
・5ターンの間、術者が挑発のステータス効果を発動し、敵が術者の仲間に特殊スキルを使用できなくなる。
・5ターンに渡って、仲間全員のHPが40回復する。
・5ターンの間、仲間全員のマナ生成が44%になる。",,
elemental_craum,Craum,"・Boosts health of all allies by 800. Boosted health can exceed max HP.
[*] Boosts health of all allies by an additional 800 for each [##elementgreen]Nature[#] shield, up to 800.
・All [##elementblue]Ice[#] enemies receive 972 Sand damage over 4 turns.
・All [##elementred]Fire[#] enemies receive 972 Water damage over 4 turns.
・All [##elementpurple]Dark[#] enemies receive 972 Burn damage over 4 turns.
・All [##elementyellow]Holy[#] enemies receive 972 Poison damage over 4 turns.","・仲間全員のライフを800ブーストさせる。ライフ値が最大HPを超えた場合は、一時的に最大HP値が増加する。
[*]さらに、[##elementgreen]自然属性[#]の盾の数に応じて、仲間全員のライフが800ブーストされる（最大で800まで）。
・4ターンの間、[##elementblue]氷属性[#]の敵全員に972の砂ダメージを与える。
・4ターンの間、[##elementred]炎属性[#]の敵全員に972の水ダメージを与える。
・4ターンにわたり、[##elementpurple]闇属性[#]の敵全員に972の燃焼ダメージを与える。
・4ターンの間、[##elementyellow]聖属性[#]の敵全員に972の毒ダメージを与える。",,
elemental_nylora,Nylora,"・Deals 550% damage to the target.
・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_add_status_effects_first_nylora_TYPE_addstatuseffectsfirst
・The target gets -68% defense against [#41d8fe]Ice[#] for 3 turns.
・Target's element is changed to [##elementred]Fire[#] for 3 turns.","・ターゲットに550%のダメージを与える。
・NO_TEMPLATE_FOR_SEARCH_FAILED_FOR_add_status_effects_first_nylora_TYPE_addstatuseffectsfirst
・3ターンの間、ターゲットの[#41d8fe]氷属性[#]に対する防御力が-68%になる。
・3ターンの間、ターゲットの属性が[##elementred]炎[#]に変化する。",,
elemental_ash,Ash,"・Deals +150% damage to the target. 
[*] Deals additional 150% damage to +150 random enemies.
・Damage is increased by +5% per each [##elementred]Fire[#] shield on the board, up to +5% damage per hit.
・The target gets 65% defense against [##elementred]Fire[#], and a further 65% decrease every time they are hit during 4 turns, down to 65% defense.","・ターゲットに+150%のダメージを与える。
[*]ランダムな敵+150体に150%の追加ダメージを与える。
・ボード上にある[##elementred]炎属性[#]の盾1つごとに与ダメージが+5%増加する。与ダメージは攻撃1発ごとに最大+5%まで上昇する。
・ターゲットの[##elementred]炎属性[#]に対する防御力が65%になる。4ターンの間、敵の防御力は攻撃を受けるたびに、さらに65%減少する。最大65%まで。",,
elemental_vander,Vander,"・If there are [##elementblue]450 or more Ice shields[#] on the board, the damage is dealt to all enemies instead.
・All enemies get silenced for 3 turns.","・ボード上に[##elementblue]氷属性の盾が450個以上[#]ある場合、敵全員にダメージを与える。
・3ターンの間、敵全員を沈黙状態にする。",,
garrison_theodosius,Theodosius,"・Deals 450% damage to all enemies.
・Increases the duration of all allies' active status buffs by -24 turns.
・Reduces the duration of all enemies' active buffs by -24 turns.
・All allies get 35% defense for 5 turns.
・All enemies get -35% defense for 5 turns. This effect can't be dispelled.","・敵全員に450%のダメージを与える。
・-24ターンの間、仲間全員にかかっているステータス効果バフの持続時間が延長される。
・敵全員にかかっているバフの持続時間が-24ターン減少する。
・5ターンの間、仲間全員の防御力が35%になる。
・5ターンの間、敵全員の防御力が-35%になる。この効果は解除できない。",,
garrison_iocantha,Iocantha,"・The attack has a +100% chance to bypass defensive buffs.
・This includes counterattacks.
・Deals -100.8% damage to the target and -100.8 random enemies.
[*] Each hit reduces the duration of all status effect buffs on the hit enemy by one turn.","・攻撃時に+100%の確率で、敵の防御バフを無効化する。
・対象には「反撃」も含まれる。
・ターゲットおよびランダムな-100.8体の敵に-100.8%のダメージを与える。
[*]攻撃が命中するたびに、その敵に付与された全ステータス効果バフの持続時間が1ターン短縮される。",,
garrison_frank_fangs_brimwell,Frank 'Fangs' Brimwell,"・If the enemy team has any Minions, this Special Skill deals +350% damage to all enemies instead.",・敵チームにミニオンがいた場合、この特殊スキルは敵全員に+350%のダメージを与える。,,
garrison_vanya,Vanya,・Recovers 54% health for all allies.,・仲間全員のライフを54%回復する。,,
garrison_shimmerscale,Shimmerscale,・Deals 300% damage to the target and nearby enemies.,・ターゲットと近くにいる敵に300%のダメージを与える。,,
garrison_greg,Greg,・Deals 100% damage to all enemies.,・敵全員に100%のダメージを与える。,,
garrison_william,William,"・Deals 210% damage to the target and nearby enemies.
・The caster and nearby allies get 36% defense for 3 turns.
・The caster and nearby allies get -78% critical chance for 3 turns.","・ターゲットと近くにいる敵に210%のダメージを与える。
・3ターンの間、術者と近くにいる仲間の防御力が36%になる。
・3ターンの間、術者と近くにいる仲間がクリティカル攻撃を与える確率が-78%になる。",,
gargoyle_uwe,Uwe,"・If the target had more than {THRESHOLD1}% mana before receiving damage, targets another enemy who had over {THRESHOLD2}% mana before receiving any damage from this Special Skill. If none of the other enemies had {THRESHOLD3}% mana, targets a random enemy. The damage is reduced on each consecutive hit. Each enemy can only be hit once.
・If hit enemies use their Special Skill in the next 3 turns, they receive {DAMAGE} Poison damage over {DURATIONFORSTATUSEFFECTS} turns. This effect can't be cleansed.","・ターゲットのマナが{THRESHOLD1}%以上の場合に、この特殊スキルで攻撃すると、マナが{THRESHOLD2}%以上の別の敵にもダメージを与えられる。ターゲット以外にマナが{THRESHOLD3}%以上の敵がいない場合はランダムな敵を攻撃する。ダメージは攻撃が連続で当たる度に減少する。それぞれの敵は1度しか攻撃できない。
・攻撃を受けた敵が次の{DURATIONFORSTATUSEFFECTS}ターン以内に特殊スキルを使うと、3ターンにわたり{DAMAGE}の毒ダメージを受ける。この効果は浄化できない。",,
gargoyle_vonreine,Vonreine,"・Deals 285% damage to the target and nearby enemies.
・The caster steals 30% of generated mana from all enemies over 30 turns. This effect can't be cleansed, but it gets removed if the caster is defeated.","・ターゲットと近くにいる敵に285%のダメージを与える。
・30ターンにわたって、術者が敵全員のマナ生成の30%を奪う。この効果は浄化できないが術者が倒されると解除される。",,
